pos	mean_rec	L95	U95	contig
4784	0.87010	0.71618	1.01742	lp54
4790	0.86992	0.71575	1.01742	lp54
4795	0.86992	0.71575	1.01742	lp54
4819	0.86992	0.71575	1.01742	lp54
4838	0.86992	0.71575	1.01742	lp54
4870	0.86992	0.71575	1.01742	lp54
4891	0.86992	0.71575	1.01742	lp54
4892	0.86992	0.71575	1.01742	lp54
4906	0.86992	0.71575	1.01742	lp54
4928	0.84865	0.19902	1.01541	lp54
4955	0.07359	0.00070	0.80108	lp54
4960	0.02573	0.00065	0.10217	lp54
4982	0.02450	0.00065	0.09859	lp54
4994	0.02450	0.00065	0.09859	lp54
4997	0.02450	0.00065	0.09859	lp54
4998	0.02450	0.00065	0.09859	lp54
5024	0.02450	0.00065	0.09859	lp54
5037	0.02450	0.00065	0.09859	lp54
5159	0.02450	0.00065	0.09859	lp54
5165	0.09091	0.00069	1.87985	lp54
5412	0.45736	0.00086	2.49553	lp54
5663	2.36627	0.18514	3.16305	lp54
5879	2.37079	1.26401	3.16305	lp54
6128	2.38434	1.62970	3.16411	lp54
6168	2.40140	1.74697	3.20844	lp54
6202	2.43124	1.80917	3.25295	lp54
6250	2.45628	1.85191	3.31659	lp54
6465	2.45628	1.85191	3.31659	lp54
6483	2.45628	1.85191	3.31659	lp54
6497	2.45628	1.85191	3.31659	lp54
6623	2.45628	1.85191	3.31659	lp54
6857	2.45628	1.85191	3.31659	lp54
6861	2.45628	1.85191	3.31659	lp54
6961	2.44966	1.82029	3.30083	lp54
6985	2.43600	1.79208	3.29159	lp54
7319	2.41150	1.59769	3.25952	lp54
7580	2.29000	0.92419	3.15769	lp54
8198	2.15039	0.89669	3.07789	lp54
8322	2.00554	0.87782	2.99248	lp54
8397	1.85789	0.86811	2.90500	lp54
8496	1.72834	0.86263	2.87103	lp54
8600	1.62761	0.85679	2.82082	lp54
8683	1.47747	0.85334	2.74990	lp54
9657	1.31604	0.84808	2.63726	lp54
9724	1.16802	0.84539	2.49949	lp54
9804	1.07467	0.84265	2.35318	lp54
9837	1.01554	0.84255	2.14149	lp54
9850	0.99809	0.84255	2.05408	lp54
9902	0.97614	0.84057	1.82029	lp54
9921	0.96584	0.83885	1.09893	lp54
9946	0.95702	0.83844	1.06848	lp54
10273	0.95168	0.83844	1.05861	lp54
10274	0.94839	0.83844	1.05565	lp54
10520	0.94576	0.83844	1.05406	lp54
10545	0.94467	0.83844	1.05243	lp54
10608	0.94249	0.83844	1.05123	lp54
10663	0.94249	0.83844	1.05123	lp54
10669	0.94190	0.83844	1.04962	lp54
10797	0.94190	0.83844	1.04962	lp54
10880	0.94130	0.83844	1.04866	lp54
11016	0.94130	0.83844	1.04866	lp54
11045	0.94130	0.83844	1.04866	lp54
11190	0.94130	0.83844	1.04866	lp54
11309	0.94126	0.83844	1.04866	lp54
11358	0.94126	0.83844	1.04866	lp54
11382	0.94126	0.83844	1.04866	lp54
11623	0.94126	0.83844	1.04866	lp54
11813	0.94126	0.83844	1.04866	lp54
12232	0.94126	0.83844	1.04866	lp54
12532	0.94126	0.83844	1.04866	lp54
12667	0.94126	0.83844	1.04866	lp54
12698	0.94126	0.83844	1.04866	lp54
12818	0.94126	0.83844	1.04866	lp54
13086	0.94126	0.83844	1.04866	lp54
13117	0.94126	0.83844	1.04866	lp54
13174	0.94126	0.83844	1.04866	lp54
13204	0.94126	0.83844	1.04866	lp54
13210	0.94126	0.83844	1.04866	lp54
13408	0.94126	0.83844	1.04866	lp54
13441	0.94126	0.83844	1.04866	lp54
13803	0.94126	0.83844	1.04866	lp54
13812	0.94126	0.83844	1.04866	lp54
13821	0.94126	0.83844	1.04866	lp54
13836	0.94126	0.83844	1.04866	lp54
13863	0.94126	0.83844	1.04866	lp54
13986	0.94126	0.83844	1.04866	lp54
13992	0.94126	0.83844	1.04866	lp54
14553	0.94126	0.83844	1.04866	lp54
14580	0.94126	0.83844	1.04866	lp54
14655	0.94126	0.83844	1.04866	lp54
14666	0.94126	0.83844	1.04866	lp54
15143	0.94126	0.83844	1.04866	lp54
15217	0.94126	0.83844	1.04866	lp54
15265	0.94126	0.83844	1.04866	lp54
15298	0.94126	0.83844	1.04866	lp54
15381	0.94126	0.83844	1.04866	lp54
15418	0.94126	0.83844	1.04866	lp54
15611	0.94126	0.83844	1.04866	lp54
15616	0.94126	0.83844	1.04866	lp54
15642	0.94126	0.83844	1.04866	lp54
15680	0.94126	0.83844	1.04866	lp54
15681	0.94126	0.83844	1.04866	lp54
15747	0.94134	0.83844	1.04866	lp54
15770	0.94134	0.83844	1.04866	lp54
15807	0.94134	0.83844	1.04866	lp54
15812	0.94134	0.83844	1.04866	lp54
15829	0.00052	0.00002	0.00186	lp54
15832	0.00052	0.00002	0.00186	lp54
15836	0.00052	0.00002	0.00186	lp54
15848	0.00052	0.00002	0.00186	lp54
15853	0.00052	0.00002	0.00186	lp54
15858	0.00052	0.00002	0.00186	lp54
15861	0.00052	0.00002	0.00186	lp54
15867	0.00052	0.00002	0.00186	lp54
15877	0.00052	0.00002	0.00186	lp54
15882	0.00052	0.00002	0.00186	lp54
15883	0.00052	0.00002	0.00186	lp54
15889	0.00052	0.00002	0.00186	lp54
15890	0.00052	0.00002	0.00186	lp54
15908	0.00052	0.00002	0.00186	lp54
15909	0.00052	0.00002	0.00186	lp54
15917	0.00052	0.00002	0.00186	lp54
15918	0.00052	0.00002	0.00186	lp54
15932	0.00052	0.00002	0.00186	lp54
15961	0.00052	0.00002	0.00186	lp54
15966	0.00052	0.00002	0.00186	lp54
15971	0.00052	0.00002	0.00186	lp54
15973	0.00052	0.00002	0.00186	lp54
15974	0.00052	0.00002	0.00186	lp54
15978	0.00180	0.00002	0.00203	lp54
15982	0.08914	0.00003	0.51170	lp54
16048	0.12951	0.00005	0.32196	lp54
16072	0.18392	0.00007	0.33500	lp54
16083	0.22858	0.00027	0.38638	lp54
16093	0.23528	0.00039	0.40019	lp54
16095	0.24676	0.00117	0.46496	lp54
16106	0.27883	0.04285	1.01182	lp54
16118	0.03962	0.00015	0.22830	lp54
16120	0.00805	0.00013	0.04462	lp54
16126	0.00769	0.00013	0.04449	lp54
16142	0.00769	0.00013	0.04449	lp54
16154	0.00769	0.00013	0.04449	lp54
16159	0.00769	0.00013	0.04449	lp54
16162	0.00769	0.00013	0.04449	lp54
16163	0.00772	0.00013	0.04451	lp54
16167	0.00799	0.00013	0.04468	lp54
16169	0.00908	0.00013	0.04523	lp54
16173	0.01388	0.00016	0.04790	lp54
16180	0.02291	0.00029	0.04967	lp54
16187	0.03508	0.00083	0.05181	lp54
16195	0.04387	0.00374	0.05343	lp54
16198	0.04676	0.01465	0.05398	lp54
16207	0.04766	0.04220	0.05429	lp54
16214	0.04799	0.04259	0.05454	lp54
16223	0.04811	0.04270	0.05459	lp54
16225	0.04812	0.04272	0.05459	lp54
16226	0.04812	0.04272	0.05459	lp54
16228	0.04812	0.04272	0.05459	lp54
16229	0.04812	0.04272	0.05459	lp54
16241	0.04812	0.04272	0.05459	lp54
16262	0.04812	0.04272	0.05459	lp54
16263	0.04812	0.04272	0.05459	lp54
16264	0.04812	0.04272	0.05459	lp54
16268	0.04812	0.04272	0.05459	lp54
16280	0.04812	0.04272	0.05459	lp54
16284	0.04812	0.04272	0.05459	lp54
16292	0.04812	0.04272	0.05459	lp54
16301	0.04812	0.04272	0.05459	lp54
16310	0.04812	0.04272	0.05459	lp54
16317	0.04812	0.04272	0.05459	lp54
16318	0.04812	0.04272	0.05459	lp54
16320	0.04812	0.04272	0.05459	lp54
16323	0.04812	0.04272	0.05459	lp54
16328	0.04812	0.04272	0.05459	lp54
16340	0.04812	0.04272	0.05459	lp54
16346	0.04812	0.04272	0.05459	lp54
16356	0.04812	0.04272	0.05459	lp54
16360	0.04812	0.04272	0.05459	lp54
16362	0.04812	0.04272	0.05459	lp54
16369	0.04812	0.04272	0.05459	lp54
16370	0.04812	0.04272	0.05459	lp54
16373	0.04812	0.04272	0.05459	lp54
16377	0.04812	0.04272	0.05459	lp54
16381	0.04812	0.04272	0.05459	lp54
16395	0.04812	0.04272	0.05459	lp54
16407	0.04794	0.04259	0.05446	lp54
16408	0.04719	0.04167	0.05397	lp54
16423	0.04364	0.00067	0.05253	lp54
16434	0.03705	0.00021	0.05076	lp54
16438	0.02648	0.00008	0.04896	lp54
16449	0.01455	0.00005	0.04713	lp54
16450	0.00505	0.00004	0.04458	lp54
16455	0.00170	0.00004	0.00440	lp54
16464	0.00110	0.00004	0.00382	lp54
16465	0.00106	0.00004	0.00375	lp54
16467	0.00106	0.00004	0.00375	lp54
16478	0.00106	0.00004	0.00375	lp54
16488	0.00106	0.00004	0.00375	lp54
16494	0.00106	0.00004	0.00375	lp54
16498	0.00106	0.00004	0.00375	lp54
16502	0.00106	0.00004	0.00375	lp54
16519	0.00106	0.00004	0.00375	lp54
16528	0.00106	0.00004	0.00375	lp54
16530	0.00106	0.00004	0.00375	lp54
16547	0.00106	0.00004	0.00375	lp54
16554	0.00106	0.00004	0.00375	lp54
16561	0.00106	0.00004	0.00375	lp54
16562	0.00106	0.00004	0.00375	lp54
16595	0.00106	0.00004	0.00375	lp54
16602	0.00106	0.00004	0.00375	lp54
16611	0.00106	0.00004	0.00375	lp54
16616	0.00106	0.00004	0.00375	lp54
16625	10.87876	8.91577	13.19620	lp54
16717	10.87876	8.91577	13.19620	lp54
16731	10.87128	8.90161	13.19293	lp54
17212	0.93358	0.51311	1.34968	lp54
17214	0.92250	0.51311	1.34709	lp54
17225	0.92310	0.51409	1.34709	lp54
17227	0.93465	0.53198	1.36636	lp54
17277	0.93465	0.53198	1.36636	lp54
17368	0.88025	0.03758	1.33267	lp54
17466	0.82500	0.01132	1.30239	lp54
17500	0.27338	0.00163	1.08446	lp54
17657	0.11095	0.00097	0.89739	lp54
17677	0.06115	0.00090	0.63416	lp54
17678	0.03473	0.00090	0.13702	lp54
17679	0.03422	0.00090	0.13382	lp54
17695	0.03422	0.00090	0.13382	lp54
17708	0.03422	0.00090	0.13382	lp54
17714	0.03422	0.00090	0.13382	lp54
17721	0.03422	0.00090	0.13382	lp54
17726	0.07559	0.00090	1.22513	lp54
17729	0.61163	0.00185	1.46681	lp54
17733	0.88374	0.00342	1.50265	lp54
17735	1.09926	0.00543	1.52237	lp54
17738	1.67301	1.19615	4.64782	lp54
17997	1.66971	1.19615	4.64782	lp54
17998	1.63542	1.19591	4.47770	lp54
18292	1.42837	1.18355	2.93726	lp54
18404	1.37432	1.18000	1.56141	lp54
18418	1.35992	1.17738	1.55167	lp54
18454	1.35719	1.17726	1.54695	lp54
18564	1.35627	1.17726	1.54575	lp54
18565	1.35627	1.17726	1.54575	lp54
18645	1.35627	1.17726	1.54575	lp54
18649	1.35627	1.17726	1.54575	lp54
19063	1.35627	1.17726	1.54575	lp54
19087	1.35627	1.17726	1.54575	lp54
19254	1.35627	1.17726	1.54575	lp54
19282	1.35627	1.17726	1.54575	lp54
19421	1.35627	1.17726	1.54575	lp54
19624	1.35627	1.17726	1.54575	lp54
19876	1.35627	1.17726	1.54575	lp54
19930	1.35627	1.17726	1.54575	lp54
20192	1.35627	1.17726	1.54575	lp54
20267	1.35623	1.17726	1.54575	lp54
20331	1.35623	1.17726	1.54575	lp54
20803	1.35623	1.17726	1.54575	lp54
21172	1.35623	1.17726	1.54575	lp54
21193	1.35623	1.17726	1.54575	lp54
21299	1.35623	1.17726	1.54575	lp54
21359	1.35623	1.17726	1.54575	lp54
21393	1.35623	1.17726	1.54575	lp54
21410	1.35623	1.17726	1.54575	lp54
21452	1.35623	1.17726	1.54575	lp54
21454	1.35623	1.17726	1.54575	lp54
21457	1.35623	1.17726	1.54575	lp54
21459	1.35623	1.17726	1.54575	lp54
21610	1.35623	1.17726	1.54575	lp54
21671	1.35623	1.17726	1.54575	lp54
21736	1.35623	1.17726	1.54575	lp54
22322	1.35623	1.17726	1.54575	lp54
22393	1.35623	1.17726	1.54575	lp54
22764	1.35623	1.17726	1.54575	lp54
22968	1.35623	1.17726	1.54575	lp54
23180	1.35623	1.17726	1.54575	lp54
23230	1.35623	1.17726	1.54575	lp54
23357	1.35623	1.17726	1.54575	lp54
23793	1.35623	1.17726	1.54575	lp54
23861	1.35623	1.17726	1.54575	lp54
23992	1.35623	1.17726	1.54575	lp54
24153	1.35623	1.17726	1.54575	lp54
24255	1.35623	1.17726	1.54575	lp54
24386	1.35623	1.17726	1.54575	lp54
24665	1.35623	1.17726	1.54575	lp54
24989	1.35623	1.17726	1.54575	lp54
25004	1.35623	1.17726	1.54575	lp54
25039	1.35623	1.17726	1.54575	lp54
25079	1.35623	1.17726	1.54575	lp54
25085	1.35623	1.17726	1.54575	lp54
25093	1.35623	1.17726	1.54575	lp54
25387	1.35623	1.17726	1.54575	lp54
25669	1.35623	1.17726	1.54575	lp54
26337	1.35623	1.17726	1.54575	lp54
26397	1.35623	1.17726	1.54575	lp54
26448	1.35623	1.17726	1.54575	lp54
26844	1.35623	1.17726	1.54575	lp54
26870	1.35623	1.17726	1.54575	lp54
27076	1.35623	1.17726	1.54575	lp54
27162	1.35623	1.17726	1.54575	lp54
27509	1.35623	1.17726	1.54575	lp54
27551	1.35623	1.17726	1.54575	lp54
27632	1.35623	1.17726	1.54575	lp54
27635	1.35623	1.17726	1.54575	lp54
28202	1.35623	1.17726	1.54575	lp54
28249	1.35623	1.17726	1.54575	lp54
28250	1.35623	1.17726	1.54575	lp54
28268	1.35623	1.17726	1.54575	lp54
28406	1.35623	1.17726	1.54575	lp54
28657	1.35623	1.17726	1.54575	lp54
28916	1.35623	1.17726	1.54575	lp54
29219	1.35623	1.17726	1.54575	lp54
29339	1.35623	1.17726	1.54575	lp54
29395	1.35623	1.17726	1.54575	lp54
29710	1.35623	1.17726	1.54575	lp54
29819	1.35496	1.17285	1.54343	lp54
29879	1.34839	1.14311	1.54343	lp54
30270	1.32469	0.65616	1.54021	lp54
30339	1.28888	0.62270	1.53478	lp54
30962	1.23942	0.60788	1.53060	lp54
31263	1.18996	0.59320	1.52624	lp54
31665	1.15103	0.58941	1.52439	lp54
31721	0.87688	0.56875	1.47503	lp54
31732	0.69432	0.56266	1.38506	lp54
31733	0.64667	0.56019	1.17083	lp54
31785	0.63276	0.56012	0.69916	lp54
31838	0.62938	0.56012	0.69548	lp54
32205	0.62872	0.56012	0.69443	lp54
32269	0.62872	0.56012	0.69443	lp54
32290	0.62838	0.56012	0.69431	lp54
32293	0.62838	0.56012	0.69431	lp54
32374	0.62838	0.56012	0.69431	lp54
32804	0.62832	0.56012	0.69431	lp54
32873	0.62721	0.55914	0.69331	lp54
33042	0.62721	0.55914	0.69331	lp54
33419	0.62721	0.55914	0.69331	lp54
33427	0.62694	0.55914	0.69315	lp54
33538	0.62694	0.55914	0.69315	lp54
34101	0.62694	0.55914	0.69315	lp54
34111	0.62694	0.55914	0.69315	lp54
34194	0.62694	0.55914	0.69315	lp54
34216	0.62694	0.55914	0.69315	lp54
34315	0.62694	0.55914	0.69315	lp54
34348	0.62694	0.55914	0.69315	lp54
34435	0.62694	0.55914	0.69315	lp54
34513	0.62694	0.55914	0.69315	lp54
34564	0.62694	0.55914	0.69315	lp54
34575	0.62694	0.55914	0.69315	lp54
34738	0.62694	0.55914	0.69315	lp54
34804	0.62694	0.55914	0.69315	lp54
35221	0.62694	0.55914	0.69315	lp54
35236	0.62694	0.55914	0.69315	lp54
35238	0.62694	0.55914	0.69315	lp54
35278	0.62694	0.55914	0.69315	lp54
35335	0.62694	0.55914	0.69315	lp54
35341	0.62694	0.55914	0.69315	lp54
35504	0.62694	0.55914	0.69315	lp54
35572	0.62694	0.55914	0.69315	lp54
36933	0.62694	0.55914	0.69315	lp54
37271	0.62694	0.55914	0.69315	lp54
37293	0.62687	0.55914	0.69301	lp54
37606	0.62687	0.55914	0.69301	lp54
37689	0.62687	0.55914	0.69301	lp54
37723	0.62687	0.55914	0.69301	lp54
37729	0.62687	0.55914	0.69301	lp54
38062	0.62687	0.55914	0.69301	lp54
38211	0.62687	0.55914	0.69301	lp54
38241	0.62678	0.55914	0.69290	lp54
38334	0.62678	0.55914	0.69290	lp54
38471	0.62678	0.55914	0.69290	lp54
38584	0.62678	0.55914	0.69290	lp54
38622	0.62678	0.55914	0.69290	lp54
38693	0.62678	0.55914	0.69290	lp54
38856	0.62678	0.55914	0.69290	lp54
39074	0.62678	0.55914	0.69290	lp54
39226	0.62678	0.55914	0.69290	lp54
39441	0.62678	0.55914	0.69290	lp54
39564	0.62678	0.55914	0.69290	lp54
39584	0.62678	0.55914	0.69290	lp54
39781	0.62678	0.55914	0.69290	lp54
39914	0.62678	0.55914	0.69290	lp54
39986	0.62678	0.55914	0.69290	lp54
40142	0.62678	0.55914	0.69290	lp54
40816	0.62678	0.55914	0.69290	lp54
41200	0.62678	0.55914	0.69290	lp54
41304	0.62678	0.55914	0.69290	lp54
41663	0.62678	0.55914	0.69290	lp54
41741	0.62678	0.55914	0.69290	lp54
41844	0.62678	0.55914	0.69290	lp54
41916	0.62678	0.55914	0.69290	lp54
42174	0.62678	0.55914	0.69290	lp54
43022	0.62678	0.55914	0.69290	lp54
43217	0.62678	0.55914	0.69290	lp54
43277	0.62678	0.55914	0.69290	lp54
43458	0.62678	0.55914	0.69290	lp54
43540	0.62678	0.55914	0.69290	lp54
43894	0.62678	0.55914	0.69290	lp54
44093	0.62678	0.55914	0.69290	lp54
44341	0.62704	0.55914	0.69301	lp54
44462	0.62704	0.55914	0.69301	lp54
44495	0.62704	0.55914	0.69301	lp54
44660	0.62704	0.55914	0.69301	lp54
44715	0.62704	0.55914	0.69301	lp54
44898	0.62704	0.55914	0.69301	lp54
44943	0.62727	0.56012	0.69398	lp54
45365	0.62727	0.56012	0.69398	lp54
45703	0.62727	0.56012	0.69398	lp54
45766	0.62727	0.56012	0.69398	lp54
45782	0.62727	0.56012	0.69398	lp54
45785	0.62727	0.56012	0.69398	lp54
45821	0.62727	0.56012	0.69398	lp54
45870	0.62727	0.56012	0.69398	lp54
47191	0.62727	0.56012	0.69398	lp54
47198	0.62727	0.56012	0.69398	lp54
47224	0.62727	0.56012	0.69398	lp54
47232	0.62727	0.56012	0.69398	lp54
47233	0.62727	0.56012	0.69398	lp54
50265	0.62727	0.56012	0.69398	lp54
50560	0.62727	0.56012	0.69398	lp54
50574	0.62727	0.56012	0.69398	lp54
50679	0.62747	0.56012	0.69400	lp54
50811	0.62747	0.56012	0.69400	lp54
51057	0.62747	0.56012	0.69400	lp54
51431	0.62769	0.56012	0.69431	lp54
51704	0.62769	0.56012	0.69431	lp54
51793	0.62792	0.56012	0.69443	lp54
51900	0.62792	0.56012	0.69443	lp54
52074	0.62792	0.56012	0.69443	lp54
52092	0.62792	0.56012	0.69443	lp54
52299	0.62792	0.56012	0.69443	lp54
52419	0.62792	0.56012	0.69443	lp54
52545	0.62792	0.56012	0.69443	lp54
52570	0.62792	0.56012	0.69443	lp54
52834	0.62792	0.56012	0.69443	lp54
53033	0.62792	0.56012	0.69443	lp54
53085	0.62792	0.56012	0.69443	lp54
53144	0.62792	0.56012	0.69443	lp54
53170	0.62792	0.56012	0.69443	lp54
53174	0.62792	0.56012	0.69443	lp54
3850	0.21613	0.16848	0.27264	lp17
3865	0.21613	0.16848	0.27264	lp17
3895	0.21613	0.16848	0.27264	lp17
3897	0.21613	0.16848	0.27264	lp17
3899	0.21613	0.16848	0.27264	lp17
3907	0.21613	0.16848	0.27264	lp17
3939	0.21613	0.16848	0.27264	lp17
3987	0.21591	0.16812	0.27258	lp17
3989	0.21591	0.16812	0.27258	lp17
4001	0.21559	0.16737	0.27251	lp17
4010	0.21467	0.16538	0.27209	lp17
4024	0.21127	0.14370	0.27113	lp17
4043	0.19457	0.01008	0.26016	lp17
4078	0.17957	0.00396	0.25581	lp17
4103	0.06908	0.00044	0.23253	lp17
4123	0.02524	0.00026	0.19843	lp17
4145	0.01110	0.00024	0.04195	lp17
4148	0.00992	0.00024	0.03786	lp17
4162	0.00992	0.00024	0.03786	lp17
4197	0.00992	0.00024	0.03786	lp17
4207	0.00992	0.00024	0.03786	lp17
4259	0.00992	0.00024	0.03786	lp17
4273	0.00992	0.00024	0.03786	lp17
4285	0.00992	0.00024	0.03786	lp17
4286	0.00992	0.00024	0.03786	lp17
4287	0.00992	0.00024	0.03786	lp17
4294	0.00992	0.00024	0.03786	lp17
4299	0.00992	0.00024	0.03786	lp17
4302	0.00992	0.00024	0.03786	lp17
4315	0.01019	0.00024	0.03820	lp17
4360	2.35491	1.87168	2.92237	lp17
4379	0.00701	0.00015	0.02683	lp17
4385	0.00701	0.00015	0.02683	lp17
4404	0.00701	0.00015	0.02683	lp17
4420	0.00701	0.00015	0.02683	lp17
4439	0.00701	0.00015	0.02683	lp17
4453	0.00701	0.00015	0.02683	lp17
4462	0.00701	0.00015	0.02683	lp17
4476	0.00701	0.00015	0.02683	lp17
4505	0.00701	0.00015	0.02683	lp17
4537	0.00708	0.00015	0.02775	lp17
4584	0.00708	0.00015	0.02775	lp17
4597	0.00720	0.00015	0.02780	lp17
4611	0.00748	0.00015	0.02864	lp17
4654	0.00783	0.00015	0.03148	lp17
4660	0.00842	0.00015	0.03446	lp17
4664	0.00928	0.00017	0.04627	lp17
4668	0.00973	0.00017	0.09444	lp17
4676	0.01130	0.00017	0.13397	lp17
4677	0.04612	0.00018	0.43196	lp17
4698	0.88934	0.13957	2.55676	lp17
4732	0.49393	0.02892	1.28826	lp17
4743	0.37027	0.02161	0.84722	lp17
4748	0.32864	0.01593	0.69390	lp17
4750	0.29703	0.01071	0.62499	lp17
4867	0.20052	0.00256	0.55014	lp17
4889	0.06321	0.00100	0.40748	lp17
4936	0.04266	0.00099	0.16052	lp17
4948	0.03883	0.00099	0.14775	lp17
5050	0.03818	0.00099	0.14600	lp17
5173	0.03793	0.00099	0.14560	lp17
5299	0.03793	0.00099	0.14560	lp17
5347	0.03793	0.00099	0.14560	lp17
5422	0.03793	0.00099	0.14560	lp17
5456	0.03793	0.00099	0.14560	lp17
5464	0.03793	0.00099	0.14560	lp17
5518	0.03829	0.00100	0.14711	lp17
5579	0.03993	0.00105	0.15347	lp17
5661	0.04704	0.00109	0.23477	lp17
5679	0.09043	0.00149	0.26199	lp17
5731	0.19651	0.00717	0.27651	lp17
5758	0.24222	0.11814	0.27996	lp17
5769	0.24405	0.12828	0.27996	lp17
5805	0.24571	0.13769	0.28015	lp17
6030	0.24619	0.13885	0.28015	lp17
6063	0.24673	0.14309	0.28067	lp17
6102	0.24779	0.14899	0.28100	lp17
6117	0.25033	0.19756	0.28390	lp17
6155	0.25249	0.21741	0.28852	lp17
6173	0.25293	0.21837	0.28929	lp17
6186	0.25311	0.21893	0.28976	lp17
6194	0.25311	0.21893	0.28976	lp17
6214	0.25311	0.21893	0.28976	lp17
6271	0.25323	0.21900	0.29033	lp17
6350	0.25339	0.21904	0.29035	lp17
6532	0.25446	0.21937	0.29114	lp17
6566	0.25377	0.21934	0.29107	lp17
6663	0.25177	0.20916	0.29114	lp17
6724	0.03417	0.00004	0.24861	lp17
6753	0.00327	0.00004	0.00408	lp17
6755	0.00102	0.00004	0.00356	lp17
6874	0.00102	0.00004	0.00356	lp17
6927	0.00102	0.00004	0.00356	lp17
7011	0.00102	0.00004	0.00356	lp17
7079	0.00102	0.00004	0.00356	lp17
7095	0.00102	0.00004	0.00356	lp17
7106	0.00102	0.00004	0.00356	lp17
7114	0.00102	0.00004	0.00356	lp17
7116	0.00102	0.00004	0.00356	lp17
7121	0.00102	0.00004	0.00356	lp17
7136	0.00102	0.00004	0.00356	lp17
7143	0.00102	0.00004	0.00356	lp17
7152	0.00102	0.00004	0.00356	lp17
7177	0.00102	0.00004	0.00356	lp17
7218	0.00102	0.00004	0.00356	lp17
7236	0.00102	0.00004	0.00356	lp17
7254	0.00102	0.00004	0.00356	lp17
7272	0.00102	0.00004	0.00356	lp17
7336	0.00102	0.00004	0.00356	lp17
7338	0.00102	0.00004	0.00356	lp17
7370	0.00102	0.00004	0.00356	lp17
7453	0.53377	0.00009	1.30343	lp17
7570	0.61974	0.00137	1.37820	lp17
7603	0.01194	0.00033	0.03570	lp17
7635	0.01007	0.00033	0.03485	lp17
7646	0.01007	0.00033	0.03485	lp17
7703	0.01007	0.00033	0.03485	lp17
7760	0.01007	0.00033	0.03485	lp17
7787	0.01007	0.00033	0.03485	lp17
7883	0.01007	0.00033	0.03485	lp17
7911	0.01007	0.00033	0.03485	lp17
7922	0.01007	0.00033	0.03485	lp17
7935	0.01027	0.00033	0.03485	lp17
7999	2.69289	2.13639	3.03309	lp17
8031	0.00058	0.00002	0.00203	lp17
8034	0.00058	0.00002	0.00203	lp17
8038	0.00058	0.00002	0.00203	lp17
8048	0.00058	0.00002	0.00203	lp17
8227	0.00058	0.00002	0.00203	lp17
8269	0.00058	0.00002	0.00203	lp17
8282	0.00058	0.00002	0.00203	lp17
8293	0.00058	0.00002	0.00203	lp17
8372	0.00058	0.00002	0.00203	lp17
8374	0.00058	0.00002	0.00203	lp17
8386	0.00058	0.00002	0.00203	lp17
8392	0.00058	0.00002	0.00203	lp17
8429	0.00058	0.00002	0.00203	lp17
8431	0.00058	0.00002	0.00203	lp17
8440	0.00058	0.00002	0.00203	lp17
8445	0.00058	0.00002	0.00203	lp17
8472	0.00058	0.00002	0.00203	lp17
8615	0.00058	0.00002	0.00203	lp17
8629	0.00058	0.00002	0.00203	lp17
8667	0.00058	0.00002	0.00203	lp17
8727	0.00058	0.00002	0.00203	lp17
8736	0.00058	0.00002	0.00203	lp17
8805	0.00058	0.00002	0.00203	lp17
8825	0.00058	0.00002	0.00203	lp17
8903	0.00058	0.00002	0.00203	lp17
8971	1.01780	0.94354	1.11419	lp17
9022	0.00300	0.00012	0.00735	lp17
9036	0.00247	0.00012	0.00733	lp17
9205	0.00247	0.00012	0.00733	lp17
9243	0.00247	0.00012	0.00733	lp17
9260	0.00247	0.00012	0.00733	lp17
9269	0.00247	0.00012	0.00733	lp17
9279	0.00247	0.00012	0.00733	lp17
9286	0.00247	0.00012	0.00733	lp17
9302	0.00247	0.00012	0.00733	lp17
9337	0.00247	0.00012	0.00733	lp17
9356	0.00247	0.00012	0.00733	lp17
9383	0.00247	0.00012	0.00733	lp17
9404	0.00247	0.00012	0.00733	lp17
9415	0.00247	0.00012	0.00733	lp17
9420	0.00247	0.00012	0.00733	lp17
9433	0.00247	0.00012	0.00733	lp17
9439	0.00247	0.00012	0.00733	lp17
9458	0.00247	0.00012	0.00733	lp17
9482	0.00247	0.00012	0.00733	lp17
9507	0.00247	0.00012	0.00733	lp17
9511	0.00247	0.00012	0.00733	lp17
9537	0.00247	0.00012	0.00733	lp17
9543	0.00247	0.00012	0.00733	lp17
9549	0.00247	0.00012	0.00733	lp17
9600	0.00247	0.00012	0.00733	lp17
9601	0.00264	0.00012	0.00743	lp17
9634	0.00643	0.00012	0.10347	lp17
9755	0.04432	0.00031	0.11698	lp17
9779	0.10314	0.00204	0.12792	lp17
9808	0.11559	0.10258	0.13347	lp17
9849	0.11661	0.10373	0.13400	lp17
9850	0.11673	0.10376	0.13400	lp17
9858	0.11673	0.10376	0.13400	lp17
9894	0.11673	0.10376	0.13400	lp17
9916	0.11673	0.10376	0.13400	lp17
9918	0.11673	0.10376	0.13400	lp17
10075	0.11673	0.10376	0.13400	lp17
10081	0.11673	0.10376	0.13400	lp17
10178	0.11673	0.10376	0.13400	lp17
10237	0.11673	0.10376	0.13400	lp17
10427	0.11673	0.10376	0.13400	lp17
10452	0.11673	0.10376	0.13400	lp17
10672	0.11673	0.10376	0.13400	lp17
10690	0.11673	0.10376	0.13400	lp17
10729	0.11673	0.10376	0.13400	lp17
10975	0.11673	0.10376	0.13400	lp17
